u,v,speed,dir_from
-0.6836409243670378,3.275646209716797,3.3462251873867417,168.2113506950427
-1.5002798438072205,3.444960507479581,3.7574715578202573,156.46688102848304
-1.5686214782974934,3.723399335687811,4.040331168997987,157.15491783385608
-1.6302090205929496,3.680640697479248,4.025505855760634,156.11075413546962
-1.4772476174614646,2.975031462582675,3.3216069494526868,153.59336904337874
-0.6436231136322021,3.454775680195201,3.5142176530303053,169.44680457069867
-0.8439187407493591,2.8430265079845083,2.965636283513299,163.46710228334683
-1.0768532102758235,3.145792267539285,3.324999522855801,161.10313366845043
-1.1267074996774846,1.8809331763874402,2.192573694055558,149.0777517952033
-0.7283101081848146,2.4040551619096235,2.5119547836671905,163.14578052581902
-0.8121239055286755,2.979971322146329,3.088652508578084,164.75553964456336
-0.9326011917807839,3.1484133980490943,3.283633948528061,163.5000224929561
-1.003861600702459,2.951520876450972,3.1175653317117216,161.2159723811571
-1.0792978676882656,3.3787627653642134,3.5469595024200746,162.2846554809855
-1.231224450198087,3.383201252330433,3.600272817514777,160.00239425437258
-1.2362693656574595,3.15296272798018,3.3866703276958208,158.58996961403398
-1.1561356891285288,2.5775295387614854,2.8249439383578383,155.84166164163656
-0.9024625786326149,2.4828674143010923,2.64179281981582,160.02501179159145
-1.0267238129268994,2.487085559151389,2.6906795362083775,157.56808432599811
-1.1224412836811761,2.3690488988702945,2.621500928962338,154.64868402033278
-1.1518222147768193,2.1037345582788642,2.3984147902625486,151.29871788360262
-0.8906412666494196,2.4861744317141445,2.6408909804776175,160.29056444259245
-1.0099165873094038,2.6988208510658955,2.8815907932027263,159.48381893968067
-1.0744115330956199,2.6690215414220635,2.877157647926837,158.07280649380078
-1.0737110755660317,2.3387458757920703,2.5734388948112956,155.34028952266905
-0.7939180027354846,2.6456884904341265,2.7622406454693818,163.2965546267813
-0.8315179564736106,3.067122957923196,3.1778397302188766,164.83133407413757
-0.9587314887480303,3.205590291456743,3.3458892964649536,163.34906959359523
-1.1162952550432899,2.759428002617576,2.9766689433093143,157.97476523314327
-1.592681960626082,1.604309136217291,2.2606290346392552,135.2083787948183
-2.2526461644606157,1.0852185921235518,2.500422791239463,115.72257216182092
-0.6298479600386186,0.10733458128842442,0.6389281376689954,99.67106884330349
-0.395530874078924,-1.599000573158264,1.6471938274866422,13.89386276251139
0.2920680479569868,0.07651539282365276,0.3019244110309113,255.31968194018134
0.7236793691461737,0.4122890125621449,0.8328829805004256,240.32930456339747
0.7777025482871315,0.8950226957147773,1.1857010076139958,220.98800849106453
0.27480444041165436,1.409365957433527,1.4359073376936566,191.03335046751545
-1.0451199466531926,1.361291300166737,1.7162137707179772,142.48505142002094
-1.0995345386591826,2.0487060546875,2.325117782009695,151.77767496245008
-0.8187036405910146,2.491699912331321,2.622755059899588,161.81090779413734
-0.3945281397212635,2.4731705838983715,2.5044410933563865,170.93636056550474
-0.28473977609114215,0.6451270146803423,0.7051706213100517,156.1847704338128
0.07559118487618184,1.3887010596015237,1.3907568659436413,183.11570719171408
-0.0395980965007435,2.144472046331926,2.1448376084789076,178.9421424246906
0.08613963560624556,2.4493221803144976,2.450836424529989,182.01419165345357
0.5722734223712573,-1.7959177981723442,1.8848919352962152,342.3253982020557
1.4179557886990635,-1.1752657294273376,1.8416970851558503,309.6534715546902
1.3840380429544232,-0.49226081371307373,1.4689731151598955,289.5789469906986
1.1979085423729636,-0.20986112681302163,1.2161523623450103,279.93678603644605
-0.47214694456620654,0.5161382068287242,0.699515107636408,137.54870867511954
-0.22333361885764386,1.470752846110951,1.4876127989687082,171.36560554097923
-0.16261020573702728,2.3038973808288574,2.309628805760767,175.96273095941513
-0.09997673468156297,2.7594305818731137,2.7612411129153824,177.9250282629733
-0.73197218504819,2.966315963051536,3.0552927310388087,166.13853382866262
-0.8102559393102473,3.2895017970692026,3.3878218312226878,166.16260558753305
-0.9401108459992843,3.377566250887784,3.50596094985407,164.44600276590677
-0.9009585380554199,3.1782075708562676,3.3034420913258122,164.173023174569
0.4939108328385787,3.015713930130005,3.0558924096203812,189.30127184456362
-0.2860138416290283,3.2642452066594907,3.2767515448692257,174.99252043462292
